category,image_url
Gluten-Free,https://tse4.mm.bing.net/th?id=OIP.M2oQXTNVuw_U2dFBEuwnuwHaFE&pid=15.1&P=0&w=264&h=182
Greek,https://tse4.mm.bing.net/th?id=OIP.eYzq-PnkfON3JQrnAAYYIgHaE8&pid=15.1&P=0&w=243&h=163
Guamanian,
Halal,
Hawaiian,
Himalayan/Nepalese,
Honduran,
Hong Kong Style Cafe,
Hot Dogs,
Hot Pot,
Hungarian,
Iberian,
Indian,
Indonesian,
Irish,
Italian,
Calabrian,
Sardinian,
Sicilian,
Tuscan,
Japanese,
Conveyor Belt Sushi,
Izakaya,
Japanese Curry,
Ramen,
Teppanyaki,
Kebab,
Korean,
Kosher,
Laotian,
Latin American,
Colombian,
Salvadoran,
Venezuelan,
Live/Raw Food,
Malaysian,
Mediterranean,
Falafel,
Mexican,
Tacos,
Middle Eastern,
Egyptian,
Lebanese,
Modern European,
Mongolian,
Moroccan,
New Mexican Cuisine,
Nicaraguan,
Noodles,
Pakistani,
Pan Asia,
Persian/Iranian,
Peruvian,
Pizza,
Polish,
Polynesian,
Pop-Up Restaurants,
Portuguese,
Poutineries,
Russian,
Salad,
Sandwiches,
Scandinavian,
Scottish,
Seafood,
Singaporean,
Slovakian,
Soul Food,
Soup,
Southern,
Spanish,
Sri Lankan,
Steakhouses,
Supper Clubs,
Sushi Bars,
Syrian,
Taiwanese,
Tapas Bars,
Tapas/Small Plates,
Tex-Mex,
Thai,
Turkish,
Ukrainian,
Uzbek,
Vegan,
Vegetarian,
Vietnamese,
Waffles,
Wraps,
Shopping,
Adult,
Antiques,
Art Galleries,
Arts & Crafts,
Art Supplies,
Cards & Stationery,
Cooking Classes,
Costumes,
Embroidery & Crochet,
Fabric Stores,
Framing,
Paint-Your-Own Pottery,
Auction Houses,
Baby Gear & Furniture,
Battery Stores,
Bespoke Clothing,
"Books, Mags, Music & Video",
Bookstores,
Comic Books,
Music & DVDs,
Newspapers & Magazines,
Video Game Stores,
Videos & Video Game Rental,
Vinyl Records,
Brewing Supplies,
Bridal,
Cannabis Dispensaries,
Computers,
Cosmetics & Beauty Supply,
Customized Merchandise,
Department Stores,
Discount Storeurg,
Drones,
Drugstores,
Duty-Free Shops,
Electronics,
Eyewear & Opticians,
Sunglasses,
Farming Equipment,
Fashion,
Accessories,
Ceremonial Clothing,
Children’s Clothing,
Clothing Rental,
Department Stores,
Formal Wear,
Fur Clothing,
Hats,
Leather Goods,
Lingerie,
Maternity Wear,
Men’s Clothing,
Plus Size Fashion,
Shoe Stores,
Sports Wear,
Dance Wear,
Surf Shop,
Swimwear,
Traditional Clothing,
"Used, Vintage & Consignment",
Women’s Clothing,
Fireworks,
Fitness/Exercise Equipment,
Flea Markets,
Flowers & Gifts,
Cards & Stationery,
Florists,
Gift Shops,
Gemstones & Minerals,
Gold Buyers,
Guns & Ammo,
Head Shops,
High Fidelity Audio Equipment,
Hobby Shops,
Home & Garden,
Appliances,
Candle Stores,
Christmas Trees,
Furniture Stores,
Grilling Equipment,
Hardware Stores,
Holiday Decorations,
Home Decor,
Hot Tub & Pool,
Kitchen & Bath,
Kitchen Supplies,
Lighting Stores,
Mattresses,
Nurseries & Gardening,
Hydroponics,
Outdoor Furniture Stores,
Paint Stores,
Playsets,
Pumpkin Patches,
Rugs,
Tableware,
Horse Equipment Shops,
Jewelry,
Knitting Supplies,
Livestock Feed & Supply,
Luggage,
Medical Supplies,
Military Surplus,
Mobile Phone Accessories,
Mobile Phones,
Motorcycle Gear,
Musical Instruments & Teachers,
Office Equipment,
Outlet Stores,
Packing Supplies,
Pawn Shops,
Perfume,
Personal Shopping,
Photography Stores & Services,
Pool & Billiards,
Pop-up Shops,
Props,
Public Markets,
Religious Items,
Safe Stores,
Safety Equipment,
Shopping Centers,
Souvenir Shops,
Spiritual Shop,
Sporting Goods,
Bikes,
Dive Shops,
Golf Equipment,
Hockey Equipment,
Hunting & Fishing Supplies,
Outdoor Gear,
Skate Shops,
Ski & Snowboard Shops,
Sports Wear,
Dance Wear,
Tabletop Games,
Teacher Supplies,
Thrift Stores,
Tobacco Shops,
Toy Stores,
Trophy Shops,
Uniforms,
Used Bookstore,
Vape Shops,
Vitamins & Supplements,
Watches,
Wholesale Stores,
Wigs,
